global_epoch,training_stage,stage_epoch,train_accuracy,train_precision,train_recall,train_f1,train_tss,train_hss,train_tp,train_tn,train_fp,train_fn,train_loss,train_classification_loss,train_ewc_loss,holdout_accuracy,holdout_precision,holdout_recall,holdout_f1,holdout_tss,holdout_hss,holdout_tp,holdout_tn,holdout_fp,holdout_fn,holdout_loss,learning_rate,epoch_seconds
73,3,13,0.9536220213038544,0.9499981843930426,0.9576485230059666,0.9538080134164569,0.907244042607709,0.907244042607709,26162,25942,1377,1157,0.14599816891355855,0.13221563708326636,0.013782532216471126,0.644457664088836,0.30754066042385414,0.616600790513834,0.4103913186451825,0.2680520433047047,0.1947595468082967,624,2626,1405,388,0.9339625469264697,0.001,68.42998877167702
74,3,14,0.9592591236868113,0.9564521410121148,0.9623339068047879,0.9593840090501041,0.9185182473736228,0.9185182473736228,26290,26122,1197,1029,0.13124719908113727,0.11706809142480448,0.014179107606151346,0.6440610747570891,0.30985915492957744,0.6304347826086957,0.4154998371865842,0.2779167969971849,0.20031137040878608,638,2610,1421,374,1.0730604033366113,0.001,68.38128980994225
75,3,15,0.962224093122003,0.9580325728172948,0.9667996632380395,0.9623961521644075,0.924448186244006,0.924448186244006,26412,26162,1157,907,0.12662921053537046,0.11207043844759912,0.014558771834068698,0.6450525480864565,0.3095004897159647,0.6245059288537549,0.4138834315651604,0.27471679464388143,0.19890677522830832,632,2621,1410,380,1.0531528937450665,0.001,68.38272958248854
76,3,16,0.9617116292690069,0.9584560026169447,0.9652622716790512,0.9618470965859353,0.9234232585380139,0.9234232585380139,26370,26176,1143,949,0.12483086934192293,0.109981265350903,0.014849604035917325,0.643664485425342,0.3106608779546551,0.6363636363636364,0.41750405186385736,0.2818610315509348,0.20239848905592664,644,2602,1429,368,1.0596424014393064,0.001,68.40414770226926
77,3,17,0.9604487719169809,0.9582847566307199,0.9628097660968556,0.9605419321854402,0.9208975438339617,0.9208975438339617,26303,26174,1145,1016,0.1307698128767255,0.11562008414046736,0.015149728717849205,0.6541741027166369,0.3081761006289308,0.5810276679841897,0.4027397260273972,0.2535654997877124,0.19042895614118416,588,2711,1320,424,1.012618040271885,0.001,68.35464609507471
78,3,18,0.968867820930488,0.9657818181818182,0.9721805336944983,0.9689706123789198,0.9377356418609758,0.9377356418609759,26559,26378,941,760,0.1091978704390665,0.09381175134416214,0.015386119169119701,0.6702359706523895,0.313893653516295,0.5424901185770751,0.3976819992756248,0.24479723839845935,0.19234270634675518,549,2831,1200,463,1.0378210462223323,0.001,68.3364240154624
79,3,19,0.965738130971119,0.9625549860035627,0.9691789596983784,0.9658556159486374,0.931476261942238,0.931476261942238,26477,26289,1030,842,0.11823892577129365,0.10255201171489485,0.015686914046444338,0.6577434067023598,0.30990415335463256,0.575098814229249,0.4027681660899654,0.25359050363634406,0.1920488233855908,582,2735,1296,430,1.050735921454,0.001,68.40339535381645
80,3,20,0.962846370657784,0.9616971555847665,0.9640909257293458,0.9628925529192411,0.9256927413155679,0.9256927413155679,26338,26270,1049,981,0.12540551335750785,0.10950559134126657,0.01589992183174268,0.594883997620464,0.29188534517561565,0.7144268774703557,0.41444539982803097,0.27929911760927906,0.18111637656926846,723,2277,1754,289,1.2410625146272374,0.001,68.39435122255236
81,3,21,0.9683187525165635,0.9662196632898477,0.9705699330136535,0.9683899125289895,0.936637505033127,0.9366375050331271,26515,26392,927,804,0.11196575923238336,0.09600070730981351,0.015965051655776396,0.6888756692444973,0.325172630257376,0.5118577075098815,0.39769673704414593,0.24517450234987154,0.2017915654967934,518,2956,1075,494,1.0195992551511524,0.001,68.37657411955297
82,3,22,0.9740656685823054,0.9715627730847655,0.9767194992496065,0.9741343117390431,0.9481313371646107,0.9481313371646107,26683,26538,781,636,0.09725638578402716,0.0812112302353871,0.016045155526822053,0.6625024786833235,0.3141163793103448,0.5760869565217391,0.40655509065550904,0.2602844261322576,0.19834105118438972,583,2758,1273,429,1.0707380830136874,0.001,68.34768003597856
83,3,23,0.9673121270910355,0.9654041048448835,0.9693619825030199,0.9673789954337899,0.9346242541820711,0.9346242541820711,26482,26370,949,837,0.12423105372892623,0.10779279716332794,0.016438256366781593,0.5998413642673012,0.29041666666666666,0.6887351778656127,0.40855803048065653,0.2662593654121272,0.1759107291566457,697,2328,1703,315,1.1814108401409145,0.001,68.32762341015041
84,3,24,0.9660126651780812,0.9684303480756494,0.9634320436326367,0.9659247298016406,0.9320253303561624,0.9320253303561624,26320,26461,858,999,0.11696439176702958,0.10037897799752189,0.016585413868643317,0.6805472932778108,0.3318360471645143,0.58399209486166,0.42320085929108486,0.28877998868453275,0.22480936952994435,591,2841,1190,421,1.0548076036154608,0.001,68.39071327075362
85,3,25,0.973900948058128,0.9721037085658024,0.9758043852263992,0.9739505315845238,0.9478018961162561,0.9478018961162561,26658,26554,765,661,0.09725448669624161,0.08089482136003365,0.016359665148845726,0.6656751933372992,0.31920600858369097,0.5879446640316206,0.413769123783032,0.27313444324273445,0.20766453463687962,595,2762,1269,417,1.0631153297812985,0.001,68.39457836467773
86,3,26,0.9784948204546287,0.9774636569508365,0.9795746550020132,0.9785180174415417,0.9569896409092573,0.9569896409092573,26761,26702,617,558,0.08732704576614193,0.07090643191221732,0.0164206139050606,0.6829268292682927,0.3243566726511071,0.5355731225296443,0.40402534476332463,0.2554937377615967,0.205405357467508,542,2902,1129,470,1.0863476915525254,0.001,68.39602416567504
87,3,27,0.9783667044913796,0.9763440860215054,0.9804897690252206,0.9784125360704241,0.9567334089827593,0.9567334089827593,26786,26670,649,533,0.08592363840247969,0.06942639668828733,0.016497241750055718,0.6845131865952806,0.32507552870090634,0.5316205533596838,0.40344956880389954,0.25451809739342235,0.20559960578065598,538,2914,1117,474,1.143171359691201,0.001,68.44686471112072
88,3,28,0.9728943226326,0.9703976114185844,0.9755481532999012,0.9729660661154008,0.9457886452652,0.9457886452652,26651,26506,813,668,0.10296989905060312,0.08639152731984115,0.01657837168337597,0.7031528851873885,0.31943410275502604,0.42391304347826086,0.3643312101910828,0.19717029974221523,0.17565584225346206,429,3117,914,583,1.0268968397767795,0.001,68.42039631865919
89,3,29,0.9815879058530693,0.9796215960045205,0.9836377612650536,0.9816255707762557,0.9631758117061386,0.9631758117061385,26872,26760,559,447,0.0787194815659214,0.0621005138081977,0.016618967831904974,0.6547689867142574,0.31278890600924497,0.6017786561264822,0.41162554917201755,0.26985109472732566,0.20048665442973274,609,2693,1338,403,1.1972997932015799,0.001,68.4275614079088
90,3,30,0.9800139097331527,0.9791019692375141,0.9809656283172883,0.9800329127811299,0.9600278194663054,0.9600278194663056,26799,26747,572,520,0.08140098876252155,0.06468225532421396,0.01671873344764844,0.6541741027166369,0.3111455108359133,0.5958498023715415,0.40881355932203384,0.2646664731728315,0.19712245504931472,603,2696,1335,409,1.1947161925425847,0.001,68.43754135351628
